player_id,full_name,age,height,years_exp,team,position,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
11640,Jermaine Burton,23.0,72,0.0,CIN,WR,0.0,5.2,0.0,0.0,0.0,0.0,0.0,4.6,0.0,1.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0
11643,Jaylen Wright,21.0,70,0.0,MIA,RB,0.0,0.4,1.7,3.2,8.6,0.0,3.3,1.8,1.8,0.3,1.1,0.8,0.0,0.0,0.0,0.0,0.0
11645,Javon Baker,22.0,73,0.0,NE,WR,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
11646,Jalen Coker,23.0,75,0.0,CAR,WR,0.0,0.0,0.0,0.0,8.8,4.5,1.5,15.8,4.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11647,Kimani Vidal,23.0,68,0.0,LAC,RB,0.0,0.0,0.0,0.0,0.0,12.1,2.4,1.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11650,Luke McCaffrey,23.0,74,0.0,WAS,WR,3.3,0.0,5.9,2.2,3.4,1.0,0.0,1.3,0.0,2.8,0.0,1.3,0.0,0.0,0.0,0.0,0.0
11651,Isaac Guerendo,24.0,72,0.0,SF,RB,0.0,0.0,1.9,-2.0,2.2,9.9,1.2,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11655,Tyrone Tracy,25.0,71,0.0,NYG,RB,1.2,0.2,5.0,2.6,13.5,19.7,4.7,22.0,7.4,14.9,0.0,7.0,13.5,0.0,0.0,0.0,0.0
1166,Kirk Cousins,36.0,75,12.0,ATL,QB,8.2,17.54,12.1,8.52,35.36,12.5,9.18,28.64,17.78,11.24,5.92,0.0,0.0,0.0,0.0,0.0,0.0
11748,Bub Means,23.0,74,0.0,NO,WR,0.0,,,,,,5.2,4.1,0.0,0.0,0.0,,,,,,
11815,Cornelius Johnson,24.0,75,0.0,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11834,Devaughn Vele,26.0,77,0.0,DEN,WR,,0.0,0.0,0.0,0.0,,2.5,4.3,2.1,11.9,8.6,11.0,0.0,0.0,0.0,0.0,0.0
11895,Mason Tipton,24.0,71,0.0,NO,WR,,,,,,,7.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,Russell Wilson,36.0,71,12.0,PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,24.86,13.82,0.0,19.1,7.3,13.8,0.0,0.0,0.0,0.0,0.0
1339,Zach Ertz,34.0,77,11.0,WAS,TE,4.3,8.2,6.3,5.7,2.0,8.8,12.0,11.2,1.0,5.1,15.7,12.8,0.0,0.0,0.0,0.0,0.0
1352,Robert Woods,32.0,72,11.0,HOU,WR,0.0,0.0,2.8,1.5,0.0,,,,,,,,,,,,
1373,Geno Smith,34.0,75,11.0,SEA,QB,18.84,17.88,13.36,22.6,22.56,14.48,17.78,9.08,25.12,0.0,16.74,13.36,0.0,0.0,0.0,0.0,0.0
1426,DeAndre Hopkins,32.0,73,11.0,KC,WR,1.3,1.4,16.3,4.1,0.0,7.4,0.3,3.9,24.6,7.6,4.4,12.0,11.0,0.0,0.0,0.0,0.0
1466,Travis Kelce,35.0,77,11.0,KC,TE,4.9,1.1,5.0,12.4,11.5,0.0,3.7,20.0,15.0,16.4,1.8,9.2,10.3,0.0,0.0,0.0,0.0
1479,Keenan Allen,32.0,74,11.0,CHI,WR,4.9,0.0,0.0,3.4,4.8,18.6,0.0,4.9,5.6,6.9,6.1,19.1,21.8,0.0,0.0,0.0,0.0
1689,Adam Thielen,34.0,74,11.0,CAR,WR,6.4,3.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0
19,Joe Flacco,39.0,78,16.0,IND,QB,,,,,26.56,14.66,0.0,0.0,4.06,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,Derek Carr,33.0,75,10.0,NO,QB,21.3,22.82,8.98,9.06,13.6,0.0,0.0,0.0,13.44,20.46,18.72,0.0,0.0,0.0,0.0,0.0,0.0
2078,Odell Beckham,32.0,71,10.0,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,2.3,,,,,,
2133,Davante Adams,31.0,73,10.0,NYJ,WR,8.4,21.5,6.0,0.0,0.0,0.0,4.5,7.4,18.6,6.1,10.2,0.0,0.0,0.0,0.0,0.0,0.0
2197,Brandin Cooks,31.0,70,10.0,DAL,WR,12.5,2.6,2.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0
2216,Mike Evans,31.0,77,10.0,TB,WR,20.6,5.7,2.7,19.4,20.7,4.4,9.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0
2306,Jameis Winston,30.0,76,9.0,CLE,QB,,,,,,,,23.56,13.1,0.0,26.6,14.46,0.0,0.0,0.0,0.0,0.0
2309,Amari Cooper,30.0,73,9.0,BUF,WR,2.6,2.6,24.1,5.5,8.0,6.2,14.6,0.8,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0
2359,Ameer Abdullah,31.0,69,9.0,LV,RB,,,,,,,,,,,,15.0,6.3,0.0,0.0,0.0,0.0
2374,Tyler Lockett,32.0,70,9.0,SEA,WR,10.7,2.5,7.1,8.6,9.5,14.5,6.5,1.4,13.8,0.0,2.9,3.0,0.0,0.0,0.0,0.0,0.0
2449,Stefon Diggs,31.0,72,9.0,HOU,WR,18.9,5.7,14.92,16.0,11.2,16.7,4.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749,Raheem Mostert,32.0,70,9.0,MIA,RB,2.9,0.0,0.0,0.0,10.8,0.0,3.0,15.5,7.8,4.4,-0.2,0.7,4.4,0.0,0.0,0.0,0.0
3163,Jared Goff,30.0,76,8.0,DET,QB,12.38,10.78,15.56,26.68,0.0,25.1,18.8,15.5,9.6,12.8,34.58,10.76,16.94,0.0,0.0,0.0,0.0
3164,Ezekiel Elliott,29.0,72,8.0,DAL,RB,11.9,4.2,1.7,2.9,1.7,1.7,0.0,10.3,0.0,0.2,3.9,0.6,0.4,0.0,0.0,0.0,0.0
3198,Derrick Henry,30.0,74,8.0,BAL,RB,10.6,16.1,29.9,34.4,16.1,25.2,24.7,14.2,25.8,13.6,10.5,14.0,0.0,0.0,0.0,0.0,0.0
3200,Sterling Shepard,31.0,70,8.0,TB,WR,,,,,,6.9,,3.3,8.9,1.5,0.0,,,,,,
3202,Austin Hooper,30.0,76,8.0,NE,TE,,,,,,,,,,,5.5,13.9,0.0,0.0,0.0,0.0,0.0
3214,Hunter Henry,29.0,77,8.0,NE,TE,2.8,14.9,1.9,2.2,4.2,11.6,13.2,7.0,9.1,1.9,9.3,6.9,0.0,0.0,0.0,0.0,0.0
3225,Tyler Boyd,30.0,74,8.0,TEN,WR,3.3,3.6,4.8,4.1,0.0,3.4,6.8,2.9,0.3,0.0,4.4,,,,,,
